2026-05-10 20:46:45,856 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 20:51:02,285 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291323498921640 to ResolveUsernameRequest (21a70f85f90)
2026-05-10 20:51:02,285 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 40 bytes for sending
2026-05-10 20:51:02,286 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:02,287 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:02,287 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291323505982644 to MsgsAck (21a70f41310)
2026-05-10 20:51:02,287 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:02,288 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:02,288 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:02,399 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291323498921640
2026-05-10 20:51:02,400 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:02,400 | INFO     | __main__ | run_sherlock_deleter:113 | [+2348117962092] Отправка жалобы (ReportPeerRequest)...
2026-05-10 20:51:02,401 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291323961189516 to ReportPeerRequest (21a70f85e50)
2026-05-10 20:51:02,401 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 312 bytes for sending
2026-05-10 20:51:02,403 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:02,403 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:02,404 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291323972909220 to MsgsAck (21a70f41130)
2026-05-10 20:51:02,404 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:02,405 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:02,405 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:02,510 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291323961189516
2026-05-10 20:51:02,510 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:02,513 | INFO     | __main__ | run_sherlock_deleter:120 | [+2348117962092] ✅ Результат: True
2026-05-10 20:51:02,514 | ERROR    | __main__ | run_sherlock_deleter:125 | [+2348117962092] ❗ ОШИБКА: NameError: name 'random' is not defined
2026-05-10 20:51:02,516 | DEBUG    | __main__ | run_sherlock_deleter:126 | Traceback (most recent call last):
  File "C:\сурсы\Winter Freeze RES\Winter Freeze RES\Winter_Freeze_RES.py", line 122, in run_sherlock_deleter
    await asyncio.sleep(random.uniform(0.5, 1.2)) # Небольшая задержка
                        ^^^^^^
NameError: name 'random' is not defined. Did you forget to import 'random'?

2026-05-10 20:51:02,517 | INFO     | telethon.network.mtprotosender | _disconnect:325 | Disconnecting from 149.154.167.91:443/TcpFull...
2026-05-10 20:51:02,518 | DEBUG    | telethon.network.mtprotosender | _disconnect:328 | Closing current connection...
2026-05-10 20:51:02,519 | DEBUG    | telethon.network.mtprotosender | _disconnect:331 | Cancelling 0 pending message(s)...
2026-05-10 20:51:02,519 | INFO     | telethon.network.mtprotosender | _disconnect:345 | Disconnection from 149.154.167.91:443/TcpFull complete!
2026-05-10 20:51:02,524 | DEBUG    | __main__ | run_sherlock_deleter:131 | [+2348117962092] Соединение закрыто.
2026-05-10 20:51:02,526 | DEBUG    | __main__ | run_sherlock_deleter:97 | Инициализация сессии: +2348117962132
2026-05-10 20:51:02,563 | INFO     | __main__ | run_sherlock_deleter:102 | [+2348117962132] Подключение...
2026-05-10 20:51:02,563 | INFO     | telethon.network.mtprotosender | _connect:234 | Connecting to 149.154.167.91:443/TcpFull...
2026-05-10 20:51:02,564 | DEBUG    | telethon.network.mtprotosender | _try_connect:289 | Connection attempt 1...
2026-05-10 20:51:02,567 | DEBUG    | telethon.network.mtprotosender | _try_connect:291 | Connection success!
2026-05-10 20:51:02,568 | DEBUG    | telethon.network.mtprotosender | _connect:273 | Starting send loop
2026-05-10 20:51:02,568 | DEBUG    | telethon.network.mtprotosender | _connect:276 | Starting receive loop
2026-05-10 20:51:02,569 | INFO     | telethon.network.mtprotosender | _connect:285 | Connection to 149.154.167.91:443/TcpFull complete!
2026-05-10 20:51:02,601 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:02,601 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291225977390128 to InvokeWithLayerRequest (21a70630180)
2026-05-10 20:51:02,602 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:51:02,604 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:02,604 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:02,605 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:02,891 | DEBUG    | telethon.network.mtprotostate | update_time_offset:268 | Updated time offset (old offset 0, bad 7638291227137325124, good 7638291323068014593, new 23)
2026-05-10 20:51:02,891 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:756 | Handling bad salt for message 7638291225977390128
2026-05-10 20:51:02,893 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:761 | 1 message(s) will be resent
2026-05-10 20:51:02,894 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:02,894 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291325933855304 to InvokeWithLayerRequest (21a70630180)
2026-05-10 20:51:02,894 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:51:02,895 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:02,895 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:02,896 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291325940720804 to MsgsAck (21a70ed6180)
2026-05-10 20:51:02,896 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:02,897 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:02,897 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:02,992 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-10 20:51:02,992 | DEBUG    | telethon.network.mtprotosender | _handle_new_session_created:831 | Handling new session created
2026-05-10 20:51:02,994 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638291325933855304]
2026-05-10 20:51:02,995 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:03,023 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291325933855304
2026-05-10 20:51:03,024 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:03,026 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291326755371940 to GetUsersRequest (21a70630180)
2026-05-10 20:51:03,026 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 32 bytes for sending
2026-05-10 20:51:03,027 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,027 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,028 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291326764510048 to MsgsAck (21a70f66ed0)
2026-05-10 20:51:03,029 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 60 bytes for sending
2026-05-10 20:51:03,030 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,031 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,162 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291326755371940
2026-05-10 20:51:03,163 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:03,186 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291327395580184 to GetStateRequest (21a706308a0)
2026-05-10 20:51:03,186 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 20 bytes for sending
2026-05-10 20:51:03,187 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,187 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,188 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291327403592956 to MsgsAck (21a70ec6510)
2026-05-10 20:51:03,188 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:03,189 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,189 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,280 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291327395580184
2026-05-10 20:51:03,280 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:03,281 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291327777250180 to GetDifferenceRequest (21a706308a0)
2026-05-10 20:51:03,281 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:03,282 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,282 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,283 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291327784021268 to MsgsAck (21a70ec6890)
2026-05-10 20:51:03,283 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:03,284 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,284 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,392 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291327777250180
2026-05-10 20:51:03,392 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:03,394 | DEBUG    | __main__ | run_sherlock_deleter:110 | [+2348117962132] Получение сущности цели @rnmqeoqeqwobot...
2026-05-10 20:51:03,395 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291328231694112 to ResolveUsernameRequest (21a70630180)
2026-05-10 20:51:03,395 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 40 bytes for sending
2026-05-10 20:51:03,397 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,397 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,398 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291328244405636 to MsgsAck (21a70f45790)
2026-05-10 20:51:03,398 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:03,399 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,399 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,510 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291328231694112
2026-05-10 20:51:03,510 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:03,512 | INFO     | __main__ | run_sherlock_deleter:113 | [+2348117962132] Отправка жалобы (ReportPeerRequest)...
2026-05-10 20:51:03,514 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291328709159744 to ReportPeerRequest (21a70630180)
2026-05-10 20:51:03,515 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 312 bytes for sending
2026-05-10 20:51:03,517 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,518 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,519 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291328728325736 to MsgsAck (21a70f458b0)
2026-05-10 20:51:03,520 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:03,521 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,522 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,643 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291328709159744
2026-05-10 20:51:03,643 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:03,645 | INFO     | __main__ | run_sherlock_deleter:120 | [+2348117962132] ✅ Результат: True
2026-05-10 20:51:03,645 | ERROR    | __main__ | run_sherlock_deleter:125 | [+2348117962132] ❗ ОШИБКА: NameError: name 'random' is not defined
2026-05-10 20:51:03,646 | DEBUG    | __main__ | run_sherlock_deleter:126 | Traceback (most recent call last):
  File "C:\сурсы\Winter Freeze RES\Winter Freeze RES\Winter_Freeze_RES.py", line 122, in run_sherlock_deleter
    await asyncio.sleep(random.uniform(0.5, 1.2)) # Небольшая задержка
                        ^^^^^^
NameError: name 'random' is not defined. Did you forget to import 'random'?

2026-05-10 20:51:03,646 | INFO     | telethon.network.mtprotosender | _disconnect:325 | Disconnecting from 149.154.167.91:443/TcpFull...
2026-05-10 20:51:03,646 | DEBUG    | telethon.network.mtprotosender | _disconnect:328 | Closing current connection...
2026-05-10 20:51:03,647 | DEBUG    | telethon.network.mtprotosender | _disconnect:331 | Cancelling 0 pending message(s)...
2026-05-10 20:51:03,647 | INFO     | telethon.network.mtprotosender | _disconnect:345 | Disconnection from 149.154.167.91:443/TcpFull complete!
2026-05-10 20:51:03,650 | DEBUG    | __main__ | run_sherlock_deleter:131 | [+2348117962132] Соединение закрыто.
2026-05-10 20:51:03,651 | DEBUG    | __main__ | run_sherlock_deleter:97 | Инициализация сессии: +2348118294826
2026-05-10 20:51:03,666 | INFO     | __main__ | run_sherlock_deleter:102 | [+2348118294826] Подключение...
2026-05-10 20:51:03,666 | INFO     | telethon.network.mtprotosender | _connect:234 | Connecting to 149.154.167.91:443/TcpFull...
2026-05-10 20:51:03,667 | DEBUG    | telethon.network.mtprotosender | _try_connect:289 | Connection attempt 1...
2026-05-10 20:51:03,672 | DEBUG    | telethon.network.mtprotosender | _try_connect:291 | Connection success!
2026-05-10 20:51:03,673 | DEBUG    | telethon.network.mtprotosender | _connect:273 | Starting send loop
2026-05-10 20:51:03,673 | DEBUG    | telethon.network.mtprotosender | _connect:276 | Starting receive loop
2026-05-10 20:51:03,673 | INFO     | telethon.network.mtprotosender | _connect:285 | Connection to 149.154.167.91:443/TcpFull complete!
2026-05-10 20:51:03,704 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,705 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291230688312964 to InvokeWithLayerRequest (21a70631e00)
2026-05-10 20:51:03,706 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:51:03,707 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:03,707 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:03,708 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:04,024 | DEBUG    | telethon.network.mtprotostate | update_time_offset:268 | Updated time offset (old offset 0, bad 7638291232261243900, good 7638291327889861633, new 22)
2026-05-10 20:51:04,025 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:756 | Handling bad salt for message 7638291230688312964
2026-05-10 20:51:04,025 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:761 | 1 message(s) will be resent
2026-05-10 20:51:04,025 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:04,026 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291326755440604 to InvokeWithLayerRequest (21a70631e00)
2026-05-10 20:51:04,026 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:51:04,027 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,027 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,027 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291326760981452 to MsgsAck (21a70f6efd0)
2026-05-10 20:51:04,027 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:04,028 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,028 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,128 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-10 20:51:04,129 | DEBUG    | telethon.network.mtprotosender | _handle_new_session_created:831 | Handling new session created
2026-05-10 20:51:04,129 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638291326755440604]
2026-05-10 20:51:04,129 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:04,140 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291326755440604
2026-05-10 20:51:04,141 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:04,141 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291327217052352 to GetUsersRequest (21a70631e00)
2026-05-10 20:51:04,141 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 32 bytes for sending
2026-05-10 20:51:04,142 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,142 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,142 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291327221421132 to MsgsAck (21a70f6f110)
2026-05-10 20:51:04,142 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 60 bytes for sending
2026-05-10 20:51:04,143 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,143 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,285 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291327217052352
2026-05-10 20:51:04,286 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:04,303 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291327866615188 to GetStateRequest (21a706323f0)
2026-05-10 20:51:04,304 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 20 bytes for sending
2026-05-10 20:51:04,305 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,305 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,305 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291327872957120 to MsgsAck (21a70f6f1b0)
2026-05-10 20:51:04,305 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:04,306 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,307 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,434 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291327866615188
2026-05-10 20:51:04,434 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:04,439 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291328408891568 to GetDifferenceRequest (21a706323f0)
2026-05-10 20:51:04,439 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:04,441 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,441 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,441 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291328417950520 to MsgsAck (21a70f6f390)
2026-05-10 20:51:04,442 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:04,443 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,444 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,544 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291328408891568
2026-05-10 20:51:04,544 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:04,549 | DEBUG    | __main__ | run_sherlock_deleter:110 | [+2348118294826] Получение сущности цели @rnmqeoqeqwobot...
2026-05-10 20:51:04,550 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291328853262792 to ResolveUsernameRequest (21a70631e00)
2026-05-10 20:51:04,550 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 40 bytes for sending
2026-05-10 20:51:04,551 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,551 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,551 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291328858755004 to MsgsAck (21a70f6f0c0)
2026-05-10 20:51:04,552 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:04,553 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,553 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,664 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291328853262792
2026-05-10 20:51:04,665 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:04,667 | INFO     | __main__ | run_sherlock_deleter:113 | [+2348118294826] Отправка жалобы (ReportPeerRequest)...
2026-05-10 20:51:04,670 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291329334637532 to ReportPeerRequest (21a70631e00)
2026-05-10 20:51:04,671 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 312 bytes for sending
2026-05-10 20:51:04,673 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,673 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,674 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638291329348104368 to MsgsAck (21a70f6f570)
2026-05-10 20:51:04,674 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:51:04,675 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:51:04,675 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:51:04,789 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638291329334637532
2026-05-10 20:51:04,789 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:51:04,793 | INFO     | __main__ | run_sherlock_deleter:120 | [+2348118294826] ✅ Результат: True
2026-05-10 20:51:04,795 | ERROR    | __main__ | run_sherlock_deleter:125 | [+2348118294826] ❗ ОШИБКА: NameError: name 'random' is not defined
2026-05-10 20:51:04,796 | DEBUG    | __main__ | run_sherlock_deleter:126 | Traceback (most recent call last):
  File "C:\сурсы\Winter Freeze RES\Winter Freeze RES\Winter_Freeze_RES.py", line 122, in run_sherlock_deleter
    await asyncio.sleep(random.uniform(0.5, 1.2)) # Небольшая задержка
                        ^^^^^^
NameError: name 'random' is not defined. Did you forget to import 'random'?

2026-05-10 20:51:04,796 | INFO     | telethon.network.mtprotosender | _disconnect:325 | Disconnecting from 149.154.167.91:443/TcpFull...
2026-05-10 20:51:04,797 | DEBUG    | telethon.network.mtprotosender | _disconnect:328 | Closing current connection...
2026-05-10 20:51:04,797 | DEBUG    | telethon.network.mtprotosender | _disconnect:331 | Cancelling 0 pending message(s)...
